date,rank,team,games,wins,losses,draws,win_rate,games_behind,최근10경기,연속,홈,방문,season,recent10_wins,recent10_draws,recent10_losses,recent10_win_rate,home_wins,home_draws,home_losses,home_win_rate,away_wins,away_draws,away_losses,away_win_rate,games_played_ratio,month,final_rank,postseason,prev_season,prev_final_rank,prev_postseason,prev_win_rate,prev_avg,prev_runs_per_game,prev_hr_per_game,prev_rbi_per_game,prev_era,prev_whip,prev_so_per9,prev_bb_per9,prev_ra_per_game,prev_fpct,prev_errors_per_game,prev_sb_rate,prev_sb_per_game,prev_top5_hitter_hr,prev_top5_hitter_rbi,prev_top5_hitter_hits,prev_top5_hitter_tb,prev_top5_hitter_pa,prev_top5_hitter_xr,prev_top5_hitter_gpa,prev_top5_hitter_isop,prev_top5_pitcher_ip,prev_top5_pitcher_so,prev_top5_pitcher_bb,prev_top5_pitcher_hr,prev_top5_pitcher_era,prev_top5_pitcher_whip
2023-08-09,3.0,KT,97.0,51.0,44.0,2.0,0.537,8.0,9승0무1패,3승,27-1-21,24-1-23,2023,9.0,0.0,1.0,0.9,27.0,1.0,21.0,0.5625,24.0,1.0,23.0,0.5106382978723404,0.6736111111111112,8,2.0,1.0,2022,4.0,1.0,0.563,0.254,4.381944444444445,0.8263888888888888,4.083333333333333,3.51,1.25,7.508544795442776,2.544795442775764,3.9027777777777777,0.982,0.6736111111111112,72.4,0.6180555555555556,58.0,296.0,628.0,916.0,2623.0,326.0,0.25339999999999996,0.1258,516.6666666666667,396.0,110.0,29.0,3.6133333333333333,1.2766666666666666
2023-08-09,4.0,NC,94.0,49.0,44.0,1.0,0.527,9.0,6승0무4패,1패,22-0-22,27-1-22,2023,6.0,0.0,4.0,0.6,22.0,0.0,22.0,0.5,27.0,1.0,22.0,0.5510204081632653,0.6527777777777778,8,4.0,1.0,2022,6.0,0.0,0.475,0.257,4.486111111111111,0.7291666666666666,4.256944444444445,3.9,1.36,8.169948186528497,3.6023316062176165,4.458333333333333,0.976,0.8819444444444444,71.9,0.6944444444444444,65.0,363.0,672.0,1008.0,2617.0,371.3,0.278,0.1496,193.66666666666666,194.0,34.0,14.0,2.97,1.13
2023-08-09,5.0,두산,94.0,48.0,45.0,1.0,0.516,10.0,4승0무6패,1패,23-1-22,25-0-23,2023,4.0,0.0,6.0,0.4,23.0,1.0,22.0,0.5111111111111111,25.0,0.0,23.0,0.5208333333333334,0.6527777777777778,8,5.0,1.0,2022,9.0,0.0,0.423,0.255,4.430555555555555,0.7013888888888888,4.111111111111111,4.45,1.48,6.873110995310058,3.9043772798332466,5.006944444444445,0.978,0.8125,69.2,0.625,50.0,312.0,615.0,892.0,2502.0,308.3,0.255,0.147,477.66666666666663,389.0,180.0,43.0,3.66,1.3933333333333333
2023-08-09,6.0,KIA,90.0,44.0,44.0,2.0,0.5,11.5,7승1무2패,1패,22-2-21,22-0-23,2023,7.0,1.0,2.0,0.7777777777777778,22.0,2.0,21.0,0.5116279069767442,22.0,0.0,23.0,0.4888888888888889,0.625,8,6.0,0.0,2022,5.0,1.0,0.49,0.272,5.0,0.7847222222222222,4.701388888888889,4.2,1.42,7.328470955978119,3.6994008856473037,4.715277777777778,0.98,0.7430555555555556,75.2,0.7152777777777778,59.0,351.0,739.0,1076.0,2886.0,401.6,0.2712,0.1318,329.33333333333337,302.0,124.0,32.0,3.855,1.28
2023-08-09,7.0,롯데,94.0,44.0,50.0,0.0,0.468,14.5,3승0무7패,1패,24-0-23,20-0-27,2023,3.0,0.0,7.0,0.3,24.0,0.0,23.0,0.5106382978723404,20.0,0.0,27.0,0.425531914893617,0.6527777777777778,8,7.0,0.0,2022,8.0,0.0,0.457,0.267,4.201388888888889,0.7361111111111112,3.9583333333333335,4.45,1.46,8.426080166579906,3.4575741801145234,4.944444444444445,0.979,0.7916666666666666,61.0,0.4236111111111111,62.0,292.0,602.0,904.0,2169.0,305.2,0.27725,0.15325,343.6666666666667,306.0,79.0,16.0,3.755,1.27
2023-08-09,8.0,한화,94.0,38.0,51.0,5.0,0.427,18.0,1승1무8패,4패,20-1-27,18-4-24,2023,1.0,1.0,8.0,0.1111111111111111,20.0,1.0,27.0,0.425531914893617,18.0,4.0,24.0,0.42857142857142855,0.6527777777777778,8,9.0,0.0,2022,10.0,0.0,0.324,0.245,3.9166666666666665,0.6111111111111112,3.611111111111111,4.83,1.51,6.911432325886992,4.271747700394219,5.270833333333333,0.975,0.9305555555555556,65.5,0.6458333333333334,38.0,262.0,639.0,888.0,2686.0,316.3,0.24900000000000003,0.1032,163.0,129.0,84.0,16.0,4.36,1.39
2023-08-09,9.0,키움,103.0,42.0,58.0,3.0,0.42,19.5,1승0무9패,1승,23-2-27,19-1-31,2023,1.0,0.0,9.0,0.1,23.0,2.0,27.0,0.46,19.0,1.0,31.0,0.38,0.7152777777777778,8,10.0,0.0,2022,2.0,1.0,0.563,0.252,4.3125,0.6527777777777778,4.013888888888889,3.79,1.34,7.012085368989458,3.4019028027770637,4.236111111111111,0.979,0.8194444444444444,75.9,0.4375,63.0,350.0,735.0,1092.0,2791.0,381.9,0.26680000000000004,0.13920000000000002,381.33333333333337,378.0,88.0,12.0,2.34,1.02
2023-08-09,10.0,삼성,97.0,40.0,56.0,1.0,0.417,19.5,6승0무4패,1승,20-0-30,20-1-26,2023,6.0,0.0,4.0,0.6,20.0,0.0,30.0,0.4,20.0,1.0,26.0,0.43478260869565216,0.6736111111111112,8,8.0,0.0,2022,7.0,0.0,0.465,0.27,4.604166666666667,0.7152777777777778,4.354166666666667,4.29,1.44,6.79020979020979,3.3426573426573425,4.826388888888889,0.978,0.8194444444444444,77.1,0.6319444444444444,49.0,203.0,318.0,548.0,1166.0,193.7,0.30200000000000005,0.223,499.0,406.0,127.0,33.0,3.15,1.2633333333333334
2023-08-10,1.0,LG,95.0,58.0,35.0,2.0,0.624,0.0,8승0무2패,2승,30-1-18,28-1-17,2023,8.0,0.0,2.0,0.8,30.0,1.0,18.0,0.625,28.0,1.0,17.0,0.6222222222222222,0.6597222222222222,8,1.0,1.0,2022,3.0,1.0,0.613,0.269,4.965277777777778,0.8194444444444444,4.680555555555555,3.33,1.27,7.204192546583851,3.1513975155279503,3.6180555555555554,0.983,0.6180555555555556,68.9,0.7083333333333334,64.0,376.0,711.0,1049.0,2860.0,395.6,0.2734,0.1484,328.33333333333337,302.0,73.0,23.0,2.465,1.045
2023-08-10,2.0,SSG,94.0,53.0,40.0,1.0,0.57,5.0,5승0무5패,1승,24-1-21,29-0-19,2023,5.0,0.0,5.0,0.5,24.0,1.0,21.0,0.5333333333333333,29.0,0.0,19.0,0.6041666666666666,0.6527777777777778,8,3.0,1.0,2022,1.0,1.0,0.629,0.254,5.0,0.9583333333333334,4.736111111111111,3.87,1.29,7.0750512295081975,3.1606045081967213,4.319444444444445,0.98,0.7569444444444444,71.5,0.6805555555555556,75.0,362.0,657.0,1032.0,2753.0,402.3,0.2796,0.1648,501.33333333333337,435.0,137.0,44.0,3.106666666666667,1.1733333333333333
2023-08-10,3.0,KT,97.0,51.0,44.0,2.0,0.537,8.0,9승0무1패,3승,27-1-21,24-1-23,2023,9.0,0.0,1.0,0.9,27.0,1.0,21.0,0.5625,24.0,1.0,23.0,0.5106382978723404,0.6736111111111112,8,2.0,1.0,2022,4.0,1.0,0.563,0.254,4.381944444444445,0.8263888888888888,4.083333333333333,3.51,1.25,7.508544795442776,2.544795442775764,3.9027777777777777,0.982,0.6736111111111112,72.4,0.6180555555555556,58.0,296.0,628.0,916.0,2623.0,326.0,0.25339999999999996,0.1258,516.6666666666667,396.0,110.0,29.0,3.6133333333333333,1.2766666666666666
2023-08-10,4.0,NC,94.0,49.0,44.0,1.0,0.527,9.0,6승0무4패,1패,22-0-22,27-1-22,2023,6.0,0.0,4.0,0.6,22.0,0.0,22.0,0.5,27.0,1.0,22.0,0.5510204081632653,0.6527777777777778,8,4.0,1.0,2022,6.0,0.0,0.475,0.257,4.486111111111111,0.7291666666666666,4.256944444444445,3.9,1.36,8.169948186528497,3.6023316062176165,4.458333333333333,0.976,0.8819444444444444,71.9,0.6944444444444444,65.0,363.0,672.0,1008.0,2617.0,371.3,0.278,0.1496,193.66666666666666,194.0,34.0,14.0,2.97,1.13
2023-08-10,5.0,두산,94.0,48.0,45.0,1.0,0.516,10.0,4승0무6패,1패,23-1-22,25-0-23,2023,4.0,0.0,6.0,0.4,23.0,1.0,22.0,0.5111111111111111,25.0,0.0,23.0,0.5208333333333334,0.6527777777777778,8,5.0,1.0,2022,9.0,0.0,0.423,0.255,4.430555555555555,0.7013888888888888,4.111111111111111,4.45,1.48,6.873110995310058,3.9043772798332466,5.006944444444445,0.978,0.8125,69.2,0.625,50.0,312.0,615.0,892.0,2502.0,308.3,0.255,0.147,477.66666666666663,389.0,180.0,43.0,3.66,1.3933333333333333
2023-08-10,6.0,KIA,90.0,44.0,44.0,2.0,0.5,11.5,7승1무2패,1패,22-2-21,22-0-23,2023,7.0,1.0,2.0,0.7777777777777778,22.0,2.0,21.0,0.5116279069767442,22.0,0.0,23.0,0.4888888888888889,0.625,8,6.0,0.0,2022,5.0,1.0,0.49,0.272,5.0,0.7847222222222222,4.701388888888889,4.2,1.42,7.328470955978119,3.6994008856473037,4.715277777777778,0.98,0.7430555555555556,75.2,0.7152777777777778,59.0,351.0,739.0,1076.0,2886.0,401.6,0.2712,0.1318,329.33333333333337,302.0,124.0,32.0,3.855,1.28
2023-08-10,7.0,롯데,95.0,45.0,50.0,0.0,0.474,14.0,4승0무6패,1승,24-0-23,21-0-27,2023,4.0,0.0,6.0,0.4,24.0,0.0,23.0,0.5106382978723404,21.0,0.0,27.0,0.4375,0.6597222222222222,8,7.0,0.0,2022,8.0,0.0,0.457,0.267,4.201388888888889,0.7361111111111112,3.9583333333333335,4.45,1.46,8.426080166579906,3.4575741801145234,4.944444444444445,0.979,0.7916666666666666,61.0,0.4236111111111111,62.0,292.0,602.0,904.0,2169.0,305.2,0.27725,0.15325,343.6666666666667,306.0,79.0,16.0,3.755,1.27
2023-08-10,8.0,한화,94.0,38.0,51.0,5.0,0.427,18.0,1승1무8패,4패,20-1-27,18-4-24,2023,1.0,1.0,8.0,0.1111111111111111,20.0,1.0,27.0,0.425531914893617,18.0,4.0,24.0,0.42857142857142855,0.6527777777777778,8,9.0,0.0,2022,10.0,0.0,0.324,0.245,3.9166666666666665,0.6111111111111112,3.611111111111111,4.83,1.51,6.911432325886992,4.271747700394219,5.270833333333333,0.975,0.9305555555555556,65.5,0.6458333333333334,38.0,262.0,639.0,888.0,2686.0,316.3,0.24900000000000003,0.1032,163.0,129.0,84.0,16.0,4.36,1.39
2023-08-10,9.0,삼성,97.0,40.0,56.0,1.0,0.417,19.5,6승0무4패,1승,20-0-30,20-1-26,2023,6.0,0.0,4.0,0.6,20.0,0.0,30.0,0.4,20.0,1.0,26.0,0.43478260869565216,0.6736111111111112,8,8.0,0.0,2022,7.0,0.0,0.465,0.27,4.604166666666667,0.7152777777777778,4.354166666666667,4.29,1.44,6.79020979020979,3.3426573426573425,4.826388888888889,0.978,0.8194444444444444,77.1,0.6319444444444444,49.0,203.0,318.0,548.0,1166.0,193.7,0.30200000000000005,0.223,499.0,406.0,127.0,33.0,3.15,1.2633333333333334
2023-08-10,10.0,키움,104.0,42.0,59.0,3.0,0.416,20.0,1승0무9패,1패,23-2-28,19-1-31,2023,1.0,0.0,9.0,0.1,23.0,2.0,28.0,0.45098039215686275,19.0,1.0,31.0,0.38,0.7222222222222222,8,10.0,0.0,2022,2.0,1.0,0.563,0.252,4.3125,0.6527777777777778,4.013888888888889,3.79,1.34,7.012085368989458,3.4019028027770637,4.236111111111111,0.979,0.8194444444444444,75.9,0.4375,63.0,350.0,735.0,1092.0,2791.0,381.9,0.26680000000000004,0.13920000000000002,381.33333333333337,378.0,88.0,12.0,2.34,1.02
2023-08-11,1.0,LG,96.0,59.0,35.0,2.0,0.628,0.0,8승0무2패,3승,31-1-18,28-1-17,2023,8.0,0.0,2.0,0.8,31.0,1.0,18.0,0.6326530612244898,28.0,1.0,17.0,0.6222222222222222,0.6666666666666666,8,1.0,1.0,2022,3.0,1.0,0.613,0.269,4.965277777777778,0.8194444444444444,4.680555555555555,3.33,1.27,7.204192546583851,3.1513975155279503,3.6180555555555554,0.983,0.6180555555555556,68.9,0.7083333333333334,64.0,376.0,711.0,1049.0,2860.0,395.6,0.2734,0.1484,328.33333333333337,302.0,73.0,23.0,2.465,1.045
2023-08-11,2.0,SSG,95.0,53.0,41.0,1.0,0.564,6.0,4승0무6패,1패,24-1-22,29-0-19,2023,4.0,0.0,6.0,0.4,24.0,1.0,22.0,0.5217391304347826,29.0,0.0,19.0,0.6041666666666666,0.6597222222222222,8,3.0,1.0,2022,1.0,1.0,0.629,0.254,5.0,0.9583333333333334,4.736111111111111,3.87,1.29,7.0750512295081975,3.1606045081967213,4.319444444444445,0.98,0.7569444444444444,71.5,0.6805555555555556,75.0,362.0,657.0,1032.0,2753.0,402.3,0.2796,0.1648,501.33333333333337,435.0,137.0,44.0,3.106666666666667,1.1733333333333333
2023-08-11,3.0,NC,95.0,50.0,44.0,1.0,0.532,9.0,7승0무3패,1승,22-0-22,28-1-22,2023,7.0,0.0,3.0,0.7,22.0,0.0,22.0,0.5,28.0,1.0,22.0,0.56,0.6597222222222222,8,4.0,1.0,2022,6.0,0.0,0.475,0.257,4.486111111111111,0.7291666666666666,4.256944444444445,3.9,1.36,8.169948186528497,3.6023316062176165,4.458333333333333,0.976,0.8819444444444444,71.9,0.6944444444444444,65.0,363.0,672.0,1008.0,2617.0,371.3,0.278,0.1496,193.66666666666666,194.0,34.0,14.0,2.97,1.13
2023-08-11,4.0,KT,98.0,51.0,45.0,2.0,0.531,9.0,8승0무2패,1패,27-1-22,24-1-23,2023,8.0,0.0,2.0,0.8,27.0,1.0,22.0,0.5510204081632653,24.0,1.0,23.0,0.5106382978723404,0.6805555555555556,8,2.0,1.0,2022,4.0,1.0,0.563,0.254,4.381944444444445,0.8263888888888888,4.083333333333333,3.51,1.25,7.508544795442776,2.544795442775764,3.9027777777777777,0.982,0.6736111111111112,72.4,0.6180555555555556,58.0,296.0,628.0,916.0,2623.0,326.0,0.25339999999999996,0.1258,516.6666666666667,396.0,110.0,29.0,3.6133333333333333,1.2766666666666666
2023-08-11,5.0,두산,95.0,49.0,45.0,1.0,0.521,10.0,5승0무5패,1승,23-1-22,26-0-23,2023,5.0,0.0,5.0,0.5,23.0,1.0,22.0,0.5111111111111111,26.0,0.0,23.0,0.5306122448979592,0.6597222222222222,8,5.0,1.0,2022,9.0,0.0,0.423,0.255,4.430555555555555,0.7013888888888888,4.111111111111111,4.45,1.48,6.873110995310058,3.9043772798332466,5.006944444444445,0.978,0.8125,69.2,0.625,50.0,312.0,615.0,892.0,2502.0,308.3,0.255,0.147,477.66666666666663,389.0,180.0,43.0,3.66,1.3933333333333333
2023-08-11,6.0,KIA,91.0,44.0,45.0,2.0,0.494,12.5,6승1무3패,2패,22-2-21,22-0-24,2023,6.0,1.0,3.0,0.6666666666666666,22.0,2.0,21.0,0.5116279069767442,22.0,0.0,24.0,0.4782608695652174,0.6319444444444444,8,6.0,0.0,2022,5.0,1.0,0.49,0.272,5.0,0.7847222222222222,4.701388888888889,4.2,1.42,7.328470955978119,3.6994008856473037,4.715277777777778,0.98,0.7430555555555556,75.2,0.7152777777777778,59.0,351.0,739.0,1076.0,2886.0,401.6,0.2712,0.1318,329.33333333333337,302.0,124.0,32.0,3.855,1.28
2023-08-11,7.0,롯데,96.0,46.0,50.0,0.0,0.479,14.0,5승0무5패,2승,25-0-23,21-0-27,2023,5.0,0.0,5.0,0.5,25.0,0.0,23.0,0.5208333333333334,21.0,0.0,27.0,0.4375,0.6666666666666666,8,7.0,0.0,2022,8.0,0.0,0.457,0.267,4.201388888888889,0.7361111111111112,3.9583333333333335,4.45,1.46,8.426080166579906,3.4575741801145234,4.944444444444445,0.979,0.7916666666666666,61.0,0.4236111111111111,62.0,292.0,602.0,904.0,2169.0,305.2,0.27725,0.15325,343.6666666666667,306.0,79.0,16.0,3.755,1.27
2023-08-11,8.0,삼성,98.0,41.0,56.0,1.0,0.423,19.5,6승0무4패,2승,20-0-30,21-1-26,2023,6.0,0.0,4.0,0.6,20.0,0.0,30.0,0.4,21.0,1.0,26.0,0.44680851063829785,0.6805555555555556,8,8.0,0.0,2022,7.0,0.0,0.465,0.27,4.604166666666667,0.7152777777777778,4.354166666666667,4.29,1.44,6.79020979020979,3.3426573426573425,4.826388888888889,0.978,0.8194444444444444,77.1,0.6319444444444444,49.0,203.0,318.0,548.0,1166.0,193.7,0.30200000000000005,0.223,499.0,406.0,127.0,33.0,3.15,1.2633333333333334
2023-08-11,9.0,한화,95.0,38.0,52.0,5.0,0.422,19.0,1승1무8패,5패,20-1-28,18-4-24,2023,1.0,1.0,8.0,0.1111111111111111,20.0,1.0,28.0,0.4166666666666667,18.0,4.0,24.0,0.42857142857142855,0.6597222222222222,8,9.0,0.0,2022,10.0,0.0,0.324,0.245,3.9166666666666665,0.6111111111111112,3.611111111111111,4.83,1.51,6.911432325886992,4.271747700394219,5.270833333333333,0.975,0.9305555555555556,65.5,0.6458333333333334,38.0,262.0,639.0,888.0,2686.0,316.3,0.24900000000000003,0.1032,163.0,129.0,84.0,16.0,4.36,1.39
2023-08-11,10.0,키움,105.0,42.0,60.0,3.0,0.412,21.0,1승0무9패,2패,23-2-28,19-1-32,2023,1.0,0.0,9.0,0.1,23.0,2.0,28.0,0.45098039215686275,19.0,1.0,32.0,0.37254901960784315,0.7291666666666666,8,10.0,0.0,2022,2.0,1.0,0.563,0.252,4.3125,0.6527777777777778,4.013888888888889,3.79,1.34,7.012085368989458,3.4019028027770637,4.236111111111111,0.979,0.8194444444444444,75.9,0.4375,63.0,350.0,735.0,1092.0,2791.0,381.9,0.26680000000000004,0.13920000000000002,381.33333333333337,378.0,88.0,12.0,2.34,1.02
2023-08-12,1.0,LG,97.0,60.0,35.0,2.0,0.632,0.0,8승0무2패,4승,32-1-18,28-1-17,2023,8.0,0.0,2.0,0.8,32.0,1.0,18.0,0.64,28.0,1.0,17.0,0.6222222222222222,0.6736111111111112,8,1.0,1.0,2022,3.0,1.0,0.613,0.269,4.965277777777778,0.8194444444444444,4.680555555555555,3.33,1.27,7.204192546583851,3.1513975155279503,3.6180555555555554,0.983,0.6180555555555556,68.9,0.7083333333333334,64.0,376.0,711.0,1049.0,2860.0,395.6,0.2734,0.1484,328.33333333333337,302.0,73.0,23.0,2.465,1.045
2023-08-12,2.0,SSG,96.0,54.0,41.0,1.0,0.568,6.0,4승0무6패,1승,25-1-22,29-0-19,2023,4.0,0.0,6.0,0.4,25.0,1.0,22.0,0.5319148936170213,29.0,0.0,19.0,0.6041666666666666,0.6666666666666666,8,3.0,1.0,2022,1.0,1.0,0.629,0.254,5.0,0.9583333333333334,4.736111111111111,3.87,1.29,7.0750512295081975,3.1606045081967213,4.319444444444445,0.98,0.7569444444444444,71.5,0.6805555555555556,75.0,362.0,657.0,1032.0,2753.0,402.3,0.2796,0.1648,501.33333333333337,435.0,137.0,44.0,3.106666666666667,1.1733333333333333
2023-08-12,3.0,KT,99.0,52.0,45.0,2.0,0.536,9.0,8승0무2패,1승,28-1-22,24-1-23,2023,8.0,0.0,2.0,0.8,28.0,1.0,22.0,0.56,24.0,1.0,23.0,0.5106382978723404,0.6875,8,2.0,1.0,2022,4.0,1.0,0.563,0.254,4.381944444444445,0.8263888888888888,4.083333333333333,3.51,1.25,7.508544795442776,2.544795442775764,3.9027777777777777,0.982,0.6736111111111112,72.4,0.6180555555555556,58.0,296.0,628.0,916.0,2623.0,326.0,0.25339999999999996,0.1258,516.6666666666667,396.0,110.0,29.0,3.6133333333333333,1.2766666666666666
2023-08-12,4.0,NC,96.0,50.0,45.0,1.0,0.526,10.0,7승0무3패,1패,22-0-22,28-1-23,2023,7.0,0.0,3.0,0.7,22.0,0.0,22.0,0.5,28.0,1.0,23.0,0.5490196078431373,0.6666666666666666,8,4.0,1.0,2022,6.0,0.0,0.475,0.257,4.486111111111111,0.7291666666666666,4.256944444444445,3.9,1.36,8.169948186528497,3.6023316062176165,4.458333333333333,0.976,0.8819444444444444,71.9,0.6944444444444444,65.0,363.0,672.0,1008.0,2617.0,371.3,0.278,0.1496,193.66666666666666,194.0,34.0,14.0,2.97,1.13
2023-08-12,5.0,두산,96.0,49.0,46.0,1.0,0.516,11.0,5승0무5패,1패,23-1-22,26-0-24,2023,5.0,0.0,5.0,0.5,23.0,1.0,22.0,0.5111111111111111,26.0,0.0,24.0,0.52,0.6666666666666666,8,5.0,1.0,2022,9.0,0.0,0.423,0.255,4.430555555555555,0.7013888888888888,4.111111111111111,4.45,1.48,6.873110995310058,3.9043772798332466,5.006944444444445,0.978,0.8125,69.2,0.625,50.0,312.0,615.0,892.0,2502.0,308.3,0.255,0.147,477.66666666666663,389.0,180.0,43.0,3.66,1.3933333333333333
2023-08-12,6.0,KIA,92.0,45.0,45.0,2.0,0.5,12.5,6승1무3패,1승,22-2-21,23-0-24,2023,6.0,1.0,3.0,0.6666666666666666,22.0,2.0,21.0,0.5116279069767442,23.0,0.0,24.0,0.48936170212765956,0.6388888888888888,8,6.0,0.0,2022,5.0,1.0,0.49,0.272,5.0,0.7847222222222222,4.701388888888889,4.2,1.42,7.328470955978119,3.6994008856473037,4.715277777777778,0.98,0.7430555555555556,75.2,0.7152777777777778,59.0,351.0,739.0,1076.0,2886.0,401.6,0.2712,0.1318,329.33333333333337,302.0,124.0,32.0,3.855,1.28
2023-08-12,7.0,롯데,97.0,46.0,51.0,0.0,0.474,15.0,5승0무5패,1패,25-0-24,21-0-27,2023,5.0,0.0,5.0,0.5,25.0,0.0,24.0,0.5102040816326531,21.0,0.0,27.0,0.4375,0.6736111111111112,8,7.0,0.0,2022,8.0,0.0,0.457,0.267,4.201388888888889,0.7361111111111112,3.9583333333333335,4.45,1.46,8.426080166579906,3.4575741801145234,4.944444444444445,0.979,0.7916666666666666,61.0,0.4236111111111111,62.0,292.0,602.0,904.0,2169.0,305.2,0.27725,0.15325,343.6666666666667,306.0,79.0,16.0,3.755,1.27
2023-08-12,8.0,한화,96.0,39.0,52.0,5.0,0.429,19.0,2승1무7패,1승,21-1-28,18-4-24,2023,2.0,1.0,7.0,0.2222222222222222,21.0,1.0,28.0,0.42857142857142855,18.0,4.0,24.0,0.42857142857142855,0.6666666666666666,8,9.0,0.0,2022,10.0,0.0,0.324,0.245,3.9166666666666665,0.6111111111111112,3.611111111111111,4.83,1.51,6.911432325886992,4.271747700394219,5.270833333333333,0.975,0.9305555555555556,65.5,0.6458333333333334,38.0,262.0,639.0,888.0,2686.0,316.3,0.24900000000000003,0.1032,163.0,129.0,84.0,16.0,4.36,1.39
2023-08-12,9.0,삼성,99.0,41.0,57.0,1.0,0.418,20.5,5승0무5패,1패,20-0-30,21-1-27,2023,5.0,0.0,5.0,0.5,20.0,0.0,30.0,0.4,21.0,1.0,27.0,0.4375,0.6875,8,8.0,0.0,2022,7.0,0.0,0.465,0.27,4.604166666666667,0.7152777777777778,4.354166666666667,4.29,1.44,6.79020979020979,3.3426573426573425,4.826388888888889,0.978,0.8194444444444444,77.1,0.6319444444444444,49.0,203.0,318.0,548.0,1166.0,193.7,0.30200000000000005,0.223,499.0,406.0,127.0,33.0,3.15,1.2633333333333334
2023-08-12,10.0,키움,106.0,42.0,61.0,3.0,0.408,22.0,1승0무9패,3패,23-2-28,19-1-33,2023,1.0,0.0,9.0,0.1,23.0,2.0,28.0,0.45098039215686275,19.0,1.0,33.0,0.36538461538461536,0.7361111111111112,8,10.0,0.0,2022,2.0,1.0,0.563,0.252,4.3125,0.6527777777777778,4.013888888888889,3.79,1.34,7.012085368989458,3.4019028027770637,4.236111111111111,0.979,0.8194444444444444,75.9,0.4375,63.0,350.0,735.0,1092.0,2791.0,381.9,0.26680000000000004,0.13920000000000002,381.33333333333337,378.0,88.0,12.0,2.34,1.02
2023-08-13,1.0,LG,98.0,61.0,35.0,2.0,0.635,0.0,8승0무2패,5승,33-1-18,28-1-17,2023,8.0,0.0,2.0,0.8,33.0,1.0,18.0,0.6470588235294118,28.0,1.0,17.0,0.6222222222222222,0.6805555555555556,8,1.0,1.0,2022,3.0,1.0,0.613,0.269,4.965277777777778,0.8194444444444444,4.680555555555555,3.33,1.27,7.204192546583851,3.1513975155279503,3.6180555555555554,0.983,0.6180555555555556,68.9,0.7083333333333334,64.0,376.0,711.0,1049.0,2860.0,395.6,0.2734,0.1484,328.33333333333337,302.0,73.0,23.0,2.465,1.045
2023-08-13,2.0,SSG,97.0,55.0,41.0,1.0,0.573,6.0,5승0무5패,2승,26-1-22,29-0-19,2023,5.0,0.0,5.0,0.5,26.0,1.0,22.0,0.5416666666666666,29.0,0.0,19.0,0.6041666666666666,0.6736111111111112,8,3.0,1.0,2022,1.0,1.0,0.629,0.254,5.0,0.9583333333333334,4.736111111111111,3.87,1.29,7.0750512295081975,3.1606045081967213,4.319444444444445,0.98,0.7569444444444444,71.5,0.6805555555555556,75.0,362.0,657.0,1032.0,2753.0,402.3,0.2796,0.1648,501.33333333333337,435.0,137.0,44.0,3.106666666666667,1.1733333333333333
2023-08-13,3.0,KT,100.0,53.0,45.0,2.0,0.541,9.0,8승0무2패,2승,29-1-22,24-1-23,2023,8.0,0.0,2.0,0.8,29.0,1.0,22.0,0.5686274509803921,24.0,1.0,23.0,0.5106382978723404,0.6944444444444444,8,2.0,1.0,2022,4.0,1.0,0.563,0.254,4.381944444444445,0.8263888888888888,4.083333333333333,3.51,1.25,7.508544795442776,2.544795442775764,3.9027777777777777,0.982,0.6736111111111112,72.4,0.6180555555555556,58.0,296.0,628.0,916.0,2623.0,326.0,0.25339999999999996,0.1258,516.6666666666667,396.0,110.0,29.0,3.6133333333333333,1.2766666666666666
2023-08-13,4.0,NC,97.0,50.0,46.0,1.0,0.521,11.0,6승0무4패,2패,22-0-22,28-1-24,2023,6.0,0.0,4.0,0.6,22.0,0.0,22.0,0.5,28.0,1.0,24.0,0.5384615384615384,0.6736111111111112,8,4.0,1.0,2022,6.0,0.0,0.475,0.257,4.486111111111111,0.7291666666666666,4.256944444444445,3.9,1.36,8.169948186528497,3.6023316062176165,4.458333333333333,0.976,0.8819444444444444,71.9,0.6944444444444444,65.0,363.0,672.0,1008.0,2617.0,371.3,0.278,0.1496,193.66666666666666,194.0,34.0,14.0,2.97,1.13
2023-08-13,5.0,두산,97.0,49.0,47.0,1.0,0.51,12.0,4승0무6패,2패,23-1-22,26-0-25,2023,4.0,0.0,6.0,0.4,23.0,1.0,22.0,0.5111111111111111,26.0,0.0,25.0,0.5098039215686274,0.6736111111111112,8,5.0,1.0,2022,9.0,0.0,0.423,0.255,4.430555555555555,0.7013888888888888,4.111111111111111,4.45,1.48,6.873110995310058,3.9043772798332466,5.006944444444445,0.978,0.8125,69.2,0.625,50.0,312.0,615.0,892.0,2502.0,308.3,0.255,0.147,477.66666666666663,389.0,180.0,43.0,3.66,1.3933333333333333
2023-08-13,6.0,KIA,93.0,45.0,46.0,2.0,0.495,13.5,5승1무4패,1패,22-2-21,23-0-25,2023,5.0,1.0,4.0,0.5555555555555556,22.0,2.0,21.0,0.5116279069767442,23.0,0.0,25.0,0.4791666666666667,0.6458333333333334,8,6.0,0.0,2022,5.0,1.0,0.49,0.272,5.0,0.7847222222222222,4.701388888888889,4.2,1.42,7.328470955978119,3.6994008856473037,4.715277777777778,0.98,0.7430555555555556,75.2,0.7152777777777778,59.0,351.0,739.0,1076.0,2886.0,401.6,0.2712,0.1318,329.33333333333337,302.0,124.0,32.0,3.855,1.28
